text,label
Ticlopidine + Fluoxetine,Moderate
Urokinase + Fluoxetine,Moderate
Fluoxetine + Warfarin,Moderate
Lisinopril + Sodium bicarbonate,Minor
Lisinopril + Sodium bicarbonate,Minor
Ofloxacin + Sodium bicarbonate,Moderate
Benzylpenicillin (potassium) + Heparin,Minor
Benzylpenicillin (potassium) + Heparin,Minor
Perindopril + Enoxaparin,Moderate
Perindopril + Heparin,Moderate
Trastuzumab + Dicoumarol,Moderate
Trastuzumab + Warfarin,Moderate
Dicoumarol + Piperacillin,Moderate
Piperacillin + Heparin,Minor
Piperacillin + Heparin,Minor
Piperacillin + Warfarin,Moderate
Quinapril + Heparin,Moderate
Heparin + Tolvaptan,Moderate
Dicoumarol + Tamoxifen,Major
Dicoumarol + Tamoxifen,Major
Tamoxifen + Fostamatinib,Moderate
Tamoxifen + Lusutrombopag,Moderate
Tamoxifen + Prasugrel,Minor
Tamoxifen + Prasugrel,Minor
Tamoxifen + Warfarin,Major
Tamoxifen + Warfarin,Major
Dicoumarol + Sulfamethoxazole,Major
Dicoumarol + Sulfamethoxazole,Major
Trimethoprim + Lusutrombopag,Moderate
Trimethoprim + Potassium acetate,Major
Trimethoprim + Potassium acetate,Major
Trimethoprim + Selexipag,Moderate
Treprostinil + Trimethoprim,Moderate
Warfarin + Sulfamethoxazole,Major
Warfarin + Sulfamethoxazole,Major
Naproxen + Iloprost,Moderate
Naproxen + Lusutrombopag,Moderate
Naproxen + Sodium bicarbonate,Minor
Naproxen + Sodium bicarbonate,Minor
Naproxen + Ticagrelor,Moderate
Treprostinil + Naproxen,Moderate
Telmisartan + Enoxaparin,Moderate
Telmisartan + Heparin,Moderate
Heparin + Ticarcillin,Minor
Heparin + Ticarcillin,Minor
Trandolapril + Enoxaparin,Moderate
Trandolapril + Heparin,Moderate
Tramadol + Dicoumarol,Moderate
Tramadol + Warfarin,Moderate
Enoxaparin + Inotersen,Major
Enoxaparin + Inotersen,Major
Heparin + Inotersen,Major
Heparin + Inotersen,Major
Enoxaparin + Ipilimumab,Major
Enoxaparin + Ipilimumab,Major
Heparin + Ipilimumab,Major
Heparin + Ipilimumab,Major
Irbesartan + Enoxaparin,Moderate
Irbesartan + Heparin,Moderate
Lisinopril + Iron sucrose,Moderate
Enoxaparin + Iodide I-131,Moderate
Heparin + Iodide I-131,Moderate
Warfarin + Enoxaparin,Major
Warfarin + Enoxaparin,Major
Warfarin + Heparin,Major
Warfarin + Heparin,Major
Warfarin + Milnacipran,Moderate
Warfarin + Ofloxacin,Major
Warfarin + Ofloxacin,Major
Trimethoprim + Warfarin,Moderate
Moexipril + Heparin,Moderate
Nabumetone + Enoxaparin,Major
Nabumetone + Enoxaparin,Major
Nabumetone + Heparin,Moderate
Ketoprofen + Enoxaparin,Major
Ketoprofen + Enoxaparin,Major
Ketoprofen + Heparin,Moderate
Enoxaparin + Levomilnacipran,Moderate
Heparin + Levomilnacipran,Moderate
Anistreplase + Lisinopril,Moderate
Lisinopril + Enoxaparin,Moderate
Erythropoietin + Lisinopril,Minor
Erythropoietin + Lisinopril,Minor
Lisinopril + Epoprostenol,Moderate
Lisinopril + Heparin,Moderate
Lisinopril + Icatibant,Moderate
Lisinopril + Iloprost,Moderate
Lisinopril + Peginesatide,Minor
Lisinopril + Peginesatide,Minor
Reteplase + Lisinopril,Moderate
Lisinopril + Selexipag,Moderate
Streptokinase + Lisinopril,Moderate
Tenecteplase + Lisinopril,Moderate
Lisinopril + Tinzaparin,Moderate
Treprostinil + Lisinopril,Moderate
Urokinase + Lisinopril,Moderate
Enoxaparin + Dextran (low molecular weight),Major
Enoxaparin + Dextran (low molecular weight),Major
Palbociclib + Lusutrombopag,Moderate
Progesterone + Lusutrombopag,Moderate
Ribociclib + Lusutrombopag,Moderate
Tacrolimus + Lusutrombopag,Moderate
Medroxyprogesterone acetate + Fostamatinib,Moderate
Mefenamic acid + Enoxaparin,Major
Mefenamic acid + Enoxaparin,Major
Mefenamic acid + Heparin,Moderate
Meloxicam + Enoxaparin,Major
Meloxicam + Enoxaparin,Major
Meloxicam + Heparin,Moderate
Meperidine + Fostamatinib,Moderate
Meperidine + Prasugrel,Moderate
Meperidine + Ticagrelor,Moderate
Metoprolol + Epoprostenol,Moderate
Metoprolol + Iloprost,Moderate
Metoprolol + Selexipag,Moderate
Metoprolol + Ticagrelor,Minor
Metoprolol + Ticagrelor,Minor
Metoprolol + Treprostinil,Moderate
Midazolam + Fostamatinib,Moderate
Midazolam + Sodium bicarbonate,Minor
Midazolam + Sodium bicarbonate,Minor
Midazolam + Ticagrelor,Moderate
Mifepristone + Enoxaparin,Major
Mifepristone + Enoxaparin,Major
Mifepristone + Heparin,Major
Mifepristone + Heparin,Major
Anistreplase + Milnacipran,Moderate
Argatroban + Milnacipran,Moderate
Milnacipran + Danaparoid,Moderate
Dicoumarol + Milnacipran,Moderate
Drotrecogin alfa + Milnacipran,Moderate
Enoxaparin + Milnacipran,Moderate
Epoprostenol + Milnacipran,Moderate
Eptifibatide + Milnacipran,Moderate
Fondaparinux + Milnacipran,Moderate
Heparin + Milnacipran,Moderate
Iloprost + Milnacipran,Moderate
Lepirudin + Milnacipran,Moderate
Milnacipran + Prasugrel,Moderate
Reteplase + Milnacipran,Moderate
Milnacipran + Rivaroxaban,Moderate
Streptokinase + Milnacipran,Moderate
Tenecteplase + Milnacipran,Moderate
Milnacipran + Ticagrelor,Moderate
Ticlopidine + Milnacipran,Moderate
Milnacipran + Tinzaparin,Moderate
Tirofiban + Milnacipran,Moderate
Treprostinil + Milnacipran,Moderate
Urea + Milnacipran,Moderate
Urokinase + Milnacipran,Moderate
Milnacipran + Vorapaxar,Moderate
Enoxaparin + Nepafenac (ophthalmic),Moderate
Heparin + Nepafenac (ophthalmic),Moderate
Enoxaparin + Nintedanib,Moderate
Heparin + Nintedanib,Moderate
Enoxaparin + Niraparib,Moderate
Heparin + Niraparib,Moderate
Dicoumarol + Ofloxacin,Major
Dicoumarol + Ofloxacin,Major
Ofloxacin + Ferrous fumarate,Moderate
Ofloxacin + Ferrous gluconate,Moderate
Ofloxacin + Zinc chloride,Moderate
Enoxaparin + Omacetaxine mepesuccinate,Major
Enoxaparin + Omacetaxine mepesuccinate,Major
Heparin + Omacetaxine mepesuccinate,Major
Heparin + Omacetaxine mepesuccinate,Major
Heparin + Oritavancin,Major
Heparin + Oritavancin,Major
Palbociclib + Fostamatinib,Moderate
Ticagrelor + Palbociclib,Moderate
Palifermin + Heparin,Moderate
Enoxaparin + Panobinostat,Major
Enoxaparin + Panobinostat,Major
Heparin + Panobinostat,Major
Heparin + Panobinostat,Major
Paroxetine + Enoxaparin,Moderate
Paroxetine + Heparin,Moderate
Pegaspargase + Enoxaparin,Moderate
Pegaspargase + Heparin,Moderate
Pentosan polysulfate + Enoxaparin,Moderate
Pentosan polysulfate + Heparin,Moderate
Pentoxifylline + Enoxaparin,Moderate
Pentoxifylline + Heparin,Moderate
Piroxicam + Enoxaparin,Major
Piroxicam + Enoxaparin,Major
Piroxicam + Heparin,Moderate
Enoxaparin + Ponatinib,Major
Enoxaparin + Ponatinib,Major
Heparin + Ponatinib,Major
Heparin + Ponatinib,Major
Enoxaparin + Prasugrel,Major
Enoxaparin + Prasugrel,Major
Fluoxetine + Prasugrel,Moderate
Heparin + Prasugrel,Moderate
Progesterone + Fostamatinib,Moderate
Enoxaparin + Protein C,Moderate
Heparin + Protein C,Moderate
Quinapril + Enoxaparin,Moderate
Ramipril + Enoxaparin,Moderate
Ramipril + Heparin,Moderate
Enoxaparin + Ramucirumab,Major
Enoxaparin + Ramucirumab,Major
Heparin + Ramucirumab,Major
Heparin + Ramucirumab,Major
Enoxaparin + Regorafenib,Major
Enoxaparin + Regorafenib,Major
Heparin + Regorafenib,Major
Heparin + Regorafenib,Major
Reteplase + Enoxaparin,Major
Reteplase + Enoxaparin,Major
Reteplase + Fluoxetine,Moderate
Reteplase + Heparin,Major
Reteplase + Heparin,Major
Ribociclib + Fostamatinib,Moderate
Rivaroxaban + Ribociclib,Moderate
Selexipag + Ribociclib,Moderate
Ticagrelor + Ribociclib,Moderate
Enoxaparin + Rivaroxaban,Major
Enoxaparin + Rivaroxaban,Major
Fluoxetine + Rivaroxaban,Moderate
Heparin + Rivaroxaban,Major
Heparin + Rivaroxaban,Major
Tacrolimus + Rivaroxaban,Moderate
Enoxaparin + Ruxolitinib,Major
Enoxaparin + Ruxolitinib,Major
Salmeterol + Fostamatinib,Moderate
Enoxaparin + Salsalate,Moderate
Heparin + Salsalate,Moderate
Nitroglycerin + Selexipag,Moderate
Enoxaparin + Selumetinib,Moderate
Heparin + Selumetinib,Moderate
Sertraline + Enoxaparin,Moderate
Sertraline + Heparin,Moderate
Tacrolimus + Sodium bicarbonate,Moderate
Enoxaparin + Sugammadex,Moderate
Heparin + Sugammadex,Moderate
Sulindac + Enoxaparin,Major
Sulindac + Enoxaparin,Major
Sulindac + Heparin,Moderate
Enoxaparin + Sunitinib,Moderate
Heparin + Sunitinib,Moderate
Tacrolimus + Fostamatinib,Moderate
Tacrolimus + Ticagrelor,Moderate
Tacrolimus + Zinc chloride,Minor
Tacrolimus + Zinc chloride,Minor
Heparin + Telavancin,Major
Heparin + Telavancin,Major
Enoxaparin + Temsirolimus,Major
Enoxaparin + Temsirolimus,Major
Heparin + Temsirolimus,Major
Heparin + Temsirolimus,Major
Tenecteplase + Enoxaparin,Major
Tenecteplase + Enoxaparin,Major
Tenecteplase + Fluoxetine,Moderate
Tenecteplase + Heparin,Major
Tenecteplase + Heparin,Major
Enoxaparin + Ticagrelor,Major
Enoxaparin + Ticagrelor,Major
Fluoxetine + Ticagrelor,Moderate
Heparin + Ticagrelor,Moderate
Ticlopidine + Enoxaparin,Major
Ticlopidine + Enoxaparin,Major
Ticlopidine + Heparin,Moderate
Tipranavir + Enoxaparin,Major
Tipranavir + Enoxaparin,Major
Tipranavir + Heparin,Major
Tipranavir + Heparin,Major
Tirofiban + Enoxaparin,Major
Tirofiban + Enoxaparin,Major
Fluoxetine + Tirofiban,Moderate
Tirofiban + Heparin,Major
Tirofiban + Heparin,Major
Treprostinil + Enoxaparin,Major
Treprostinil + Enoxaparin,Major
Treprostinil + Fluoxetine,Moderate
Treprostinil + Heparin,Moderate
Treprostinil + Nitroglycerin,Moderate
Triamterene + Enoxaparin,Moderate
Triamterene + Heparin,Moderate
Dicoumarol + Trimethoprim,Moderate
Vasopressin + Heparin,Moderate
Venlafaxine + Enoxaparin,Moderate
Venlafaxine + Heparin,Moderate
Verteporfin + Enoxaparin,Moderate
Verteporfin + Heparin,Moderate
Enoxaparin + Vilazodone,Moderate
Heparin + Vilazodone,Moderate
Enoxaparin + Vorapaxar,Major
Enoxaparin + Vorapaxar,Major
Fluoxetine + Vorapaxar,Moderate
Heparin + Vorapaxar,Major
Heparin + Vorapaxar,Major
Enoxaparin + Vortioxetine,Moderate
Heparin + Vortioxetine,Moderate
Enoxaparin + Zanubrutinib,Major
Enoxaparin + Zanubrutinib,Major
Heparin + Zanubrutinib,Major
Heparin + Zanubrutinib,Major
Anisindione + Enoxaparin,Major
Anisindione + Enoxaparin,Major
Anistreplase + Enoxaparin,Major
Anistreplase + Enoxaparin,Major
Ardeparin + Enoxaparin,Major
Ardeparin + Enoxaparin,Major
Argatroban + Enoxaparin,Major
Argatroban + Enoxaparin,Major
Enoxaparin + Bismuth subsalicylate,Moderate
Bromfenac + Enoxaparin,Major
Bromfenac + Enoxaparin,Major
Enoxaparin + Capsicum,Minor
Enoxaparin + Capsicum,Minor
Enoxaparin + Chamomile,Minor
Enoxaparin + Chamomile,Minor
Enoxaparin + Clove,Minor
Enoxaparin + Clove,Minor
Enoxaparin + Danaparoid,Major
Enoxaparin + Danaparoid,Major
Enoxaparin + Dextran (-1),Major
Enoxaparin + Dextran (-1),Major
Enoxaparin + Dextran (high molecular weight),Major
Enoxaparin + Dextran (high molecular weight),Major
Dicoumarol + Enoxaparin,Major
Dicoumarol + Enoxaparin,Major
Diflunisal + Enoxaparin,Major
Diflunisal + Enoxaparin,Major
Drotrecogin alfa + Enoxaparin,Major
Drotrecogin alfa + Enoxaparin,Major
Enoxaparin + Epoprostenol,Major
Enoxaparin + Epoprostenol,Major
Eprosartan + Enoxaparin,Moderate
Eptifibatide + Enoxaparin,Major
Eptifibatide + Enoxaparin,Major
Escitalopram + Enoxaparin,Moderate
Etodolac + Enoxaparin,Major
Etodolac + Enoxaparin,Major
Enoxaparin + Fedratinib,Major
Enoxaparin + Fedratinib,Major
Fenoprofen + Enoxaparin,Major
Fenoprofen + Enoxaparin,Major
Flurbiprofen + Enoxaparin,Major
Flurbiprofen + Enoxaparin,Major
Flurbiprofen (ophthalmic) + Enoxaparin,Moderate
Fluvoxamine + Enoxaparin,Moderate
Fondaparinux + Enoxaparin,Major
Fondaparinux + Enoxaparin,Major
Fosinopril + Enoxaparin,Moderate
Enoxaparin + Garlic,Moderate
Enoxaparin + Ginkgo biloba,Moderate
Enoxaparin + Ginseng,Moderate
Enoxaparin + Hemin,Moderate
Heparin + Enoxaparin,Major
Heparin + Enoxaparin,Major
Ibritumomab tiuxetan + Enoxaparin,Major
Ibritumomab tiuxetan + Enoxaparin,Major
Enoxaparin + Ibrutinib,Major
Enoxaparin + Ibrutinib,Major
Icosapent + Enoxaparin,Moderate
Iloprost + Enoxaparin,Major
Iloprost + Enoxaparin,Major
Indomethacin + Enoxaparin,Major
Indomethacin + Enoxaparin,Major
Tositumomab (I-131) + Enoxaparin,Major
Tositumomab (I-131) + Enoxaparin,Major
Lepirudin + Enoxaparin,Major
Lepirudin + Enoxaparin,Major
Meclofenamic acid + Enoxaparin,Major
Meclofenamic acid + Enoxaparin,Major
Phenylbutazone + Enoxaparin,Major
Phenylbutazone + Enoxaparin,Major
Enoxaparin + Plicamycin,Major
Enoxaparin + Plicamycin,Major
Rofecoxib + Enoxaparin,Moderate
Enoxaparin + Iodide I-123,Moderate
Salicylic acid (sodium) + Enoxaparin,Moderate
Streptokinase + Enoxaparin,Major
Streptokinase + Enoxaparin,Major
Sulfinpyrazone + Enoxaparin,Major
Sulfinpyrazone + Enoxaparin,Major
Suprofen (ophthalmic) + Enoxaparin,Moderate
Enoxaparin + Tinzaparin,Major
Enoxaparin + Tinzaparin,Major
Tolmetin + Enoxaparin,Major
Tolmetin + Enoxaparin,Major
Tositumomab + Enoxaparin,Major
Tositumomab + Enoxaparin,Major
Enoxaparin + Turmeric,Minor
Enoxaparin + Turmeric,Minor
Urokinase + Enoxaparin,Major
Urokinase + Enoxaparin,Major
Valdecoxib + Enoxaparin,Moderate
Vitamin E + Enoxaparin,Moderate
Epirubicin + Fostamatinib,Moderate
Heparin + Epoprostenol,Moderate
Nitroglycerin + Epoprostenol,Moderate
Eprosartan + Heparin,Moderate
Eptifibatide + Fluoxetine,Moderate
Eptifibatide + Heparin,Major
Eptifibatide + Heparin,Major
Heparin + Escitalopram,Moderate
Etodolac + Heparin,Moderate
Etonogestrel + Fostamatinib,Moderate
Exemestane + Fostamatinib,Moderate
Fenoprofen + Heparin,Moderate
Fexofenadine + Fostamatinib,Moderate
Argatroban + Fluoxetine,Moderate
Fluoxetine + Danaparoid,Moderate
Drotrecogin alfa + Fluoxetine,Moderate
Fluoxetine + Fondaparinux,Moderate
Fluoxetine + Iloprost,Moderate
Lepirudin + Fluoxetine,Moderate
Fluoxetine + Tinzaparin,Moderate
Fluoxetine + Urea,Moderate
Flurbiprofen + Heparin,Moderate
Flurbiprofen (ophthalmic) + Heparin,Moderate
Fostamatinib + Fluticasone,Moderate
Fluvoxamine + Heparin,Moderate
Fondaparinux + Heparin,Major
Fondaparinux + Heparin,Major
Fosinopril + Heparin,Moderate
Nitroglycerin + Heparin,Moderate
Nitroglycerin + Iloprost,Moderate
Ibritumomab tiuxetan + Heparin,Major
Ibritumomab tiuxetan + Heparin,Major
Heparin + Ibrutinib,Major
Heparin + Ibrutinib,Major
Icosapent + Heparin,Moderate
Iloprost + Heparin,Moderate
Indomethacin + Heparin,Moderate
Argatroban + Heparin,Major
Argatroban + Heparin,Major
Tositumomab (I-131) + Heparin,Major
Tositumomab (I-131) + Heparin,Major
Heparin + Bismuth subsalicylate,Moderate
Heparin + Capsicum,Minor
Heparin + Capsicum,Minor
Heparin + Chamomile,Minor
Heparin + Chamomile,Minor
Heparin + Clove,Minor
Heparin + Clove,Minor
Probenecid + Heparin,Minor
Probenecid + Heparin,Minor
Diflunisal + Heparin,Moderate
Heparin + Garlic,Moderate
Heparin + Ginkgo biloba,Moderate
Heparin + Ginseng,Moderate
Alemtuzumab + Heparin,Moderate
Heparin + Anisindione,Major
Heparin + Anisindione,Major
Anistreplase + Heparin,Major
Anistreplase + Heparin,Major
Ardeparin + Heparin,Major
Ardeparin + Heparin,Major
Bromfenac + Heparin,Moderate
Heparin + Cefamandole,Moderate
Cefmetazole + Heparin,Moderate
Heparin + Cefoperazone,Moderate
Heparin + Danaparoid,Major
Heparin + Danaparoid,Major
Dicoumarol + Heparin,Major
Dicoumarol + Heparin,Major
Drotrecogin alfa + Heparin,Major
Drotrecogin alfa + Heparin,Major
Heparin + Hemin,Moderate
Lepirudin + Heparin,Major
Lepirudin + Heparin,Major
Meclofenamic acid + Heparin,Moderate
Heparin + Meticillin,Minor
Heparin + Meticillin,Minor
Mezlocillin + Heparin,Minor
Mezlocillin + Heparin,Minor
Nafcillin + Heparin,Minor
Nafcillin + Heparin,Minor
Oxacillin + Heparin,Minor
Oxacillin + Heparin,Minor
Benzylpenicillin (sodium) + Heparin,Minor
Benzylpenicillin (sodium) + Heparin,Minor
Phenylbutazone + Heparin,Moderate
Heparin + Pyrophosphoric acid,Moderate
Rofecoxib + Heparin,Moderate
Heparin + Iodide I-123,Moderate
Salicylic acid (sodium) + Heparin,Moderate
Streptokinase + Heparin,Major
Streptokinase + Heparin,Major
Suprofen (ophthalmic) + Heparin,Moderate
Heparin + Tinzaparin,Major
Heparin + Tinzaparin,Major
Tolmetin + Heparin,Moderate
Tositumomab + Heparin,Major
Tositumomab + Heparin,Major
Heparin + Turmeric,Minor
Heparin + Turmeric,Minor
Urokinase + Heparin,Major
Urokinase + Heparin,Major
Valdecoxib + Heparin,Moderate
Vitamin E + Heparin,Moderate
Cyanocobalamin + Tramadol,Unknown
Cyanocobalamin + Pregabalin,Unknown
Cyanocobalamin + Metoprolol,Unknown
Cyanocobalamin + Progesterone,Unknown
Cyanocobalamin + Methylphenidate,Unknown
Cyanocobalamin + Allopurinol,Unknown
Cyanocobalamin + Loratadine,Unknown
Cyanocobalamin + Fluoxetine,Unknown
Cyanocobalamin + Duloxetine,Unknown
Cyanocobalamin + Oxycodone,Unknown
Cyanocobalamin + Tamoxifen,Unknown
Cyanocobalamin + Nitrofurantoin,Unknown
Cyanocobalamin + Lisinopril,Unknown
Cyanocobalamin + Nitroglycerin,Unknown
Cyanocobalamin + Fentanyl,Unknown
Cyanocobalamin + Diazepam,Unknown
Cyanocobalamin + Tacrolimus,Unknown
Cyanocobalamin + Salmeterol,Unknown
Cyanocobalamin + Fexofenadine,Unknown
Cyanocobalamin + Exemestane,Unknown
Cyanocobalamin + Hydrochlorothiazide,Unknown
Cyanocobalamin + Ibuprofen,Unknown
Cyanocobalamin + Ofloxacin,Unknown
Cyanocobalamin + Docetaxel,Unknown
Cyanocobalamin + Fluticasone,Unknown
Folic acid + Tramadol,Unknown
Folic acid + Pregabalin,Unknown
Folic acid + Metoprolol,Unknown
Folic acid + Progesterone,Unknown
Folic acid + Methylphenidate,Unknown
Folic acid + Allopurinol,Unknown
Folic acid + Meperidine,Unknown
Folic acid + Loratadine,Unknown
Folic acid + Duloxetine,Unknown
Folic acid + Oxycodone,Unknown
Folic acid + Tamoxifen,Unknown
Folic acid + Nitrofurantoin,Unknown
Folic acid + Lisinopril,Unknown
Folic acid + Nitroglycerin,Unknown
Folic acid + Propofol,Unknown
Folic acid + Tacrolimus,Unknown
Folic acid + Salmeterol,Unknown
Folic acid + Hydrochlorothiazide,Unknown
Folic acid + Ibuprofen,Unknown
Folic acid + Ofloxacin,Unknown
Folic acid + Fluticasone,Unknown
Baclofen + Clopidogrel,Unknown
Nicotine + Clopidogrel,Unknown
Tramadol + Treprostinil,Unknown
Tramadol + Iloprost,Unknown
Betaxolol + Clopidogrel,Unknown
Azithromycin + Clopidogrel,Unknown
Ticlopidine + Allopurinol,Unknown
Ticlopidine + Fluticasone,Unknown
Cabergoline + Clopidogrel,Unknown
Eptifibatide + Metoprolol,Unknown
Ticlopidine + Metoprolol,Unknown
Metoprolol + Warfarin,Unknown
Metoprolol + Tirofiban,Unknown
Metoprolol + Phylloquinone,Unknown
Metoprolol + Sodium bicarbonate,Unknown
Metoprolol + Acenocoumarol,Unknown
Theophylline + Clopidogrel,Unknown
Liothyronine + Clopidogrel,Unknown
Chlorthalidone + Clopidogrel,Unknown
Eptifibatide + Acetaminophen,Unknown
Cyanocobalamin + Acetaminophen,Unknown
Folic acid + Acetaminophen,Unknown
Hydroxocobalamin + Acetaminophen,Unknown
Ticlopidine + Acetaminophen,Unknown
Argatroban + Acetaminophen,Unknown
Acetaminophen + Treprostinil,Unknown
Acetaminophen + Clopidogrel,Unknown
Acetaminophen + Tirofiban,Unknown
Acetaminophen + Dipyridamole,Unknown
Acetaminophen + Phylloquinone,Unknown
Acetaminophen + Iloprost,Unknown
Acetaminophen + Sodium bicarbonate,Unknown
Acetaminophen + Acenocoumarol,Unknown
Amitriptyline + Clopidogrel,Unknown
Atenolol + Clopidogrel,Unknown
Pyrazinamide + Clopidogrel,Unknown
Cyanocobalamin + Cetirizine,Unknown
Folic acid + Cetirizine,Unknown
Cetirizine + Warfarin,Unknown
Cetirizine + Clopidogrel,Unknown
Cetirizine + Dipyridamole,Unknown
Cetirizine + Phylloquinone,Unknown
Cetirizine + Iloprost,Unknown
Cetirizine + Sodium bicarbonate,Unknown
Cetirizine + Acenocoumarol,Unknown
Alfuzosin + Clopidogrel,Unknown
Chlorzoxazone + Clopidogrel,Unknown
Treprostinil + Allopurinol,Unknown
Treprostinil + Fluticasone,Unknown
Cyanocobalamin + Amlodipine,Unknown
Folic acid + Amlodipine,Unknown
Ticlopidine + Amlodipine,Unknown
Amlodipine + Warfarin,Unknown
Amlodipine + Clopidogrel,Unknown
Amlodipine + Dipyridamole,Unknown
Amlodipine + Phylloquinone,Unknown
Amlodipine + Sodium bicarbonate,Unknown
Amlodipine + Acenocoumarol,Unknown
Carisoprodol + Clopidogrel,Unknown
Progesterone + Warfarin,Unknown
Alprazolam + Clopidogrel,Unknown
Folic acid + Ampicillin,Unknown
Methylphenidate + Phylloquinone,Unknown
Methylphenidate + Sodium bicarbonate,Unknown
Eptifibatide + Allopurinol,Unknown
Allopurinol + Iloprost,Unknown
Ceftazidime + Clopidogrel,Unknown
Cerivastatin + Clopidogrel,Unknown
Levothyroxine + Clopidogrel,Unknown
Eptifibatide + Meperidine,Unknown
Meperidine + Warfarin,Unknown
Meperidine + Sodium bicarbonate,Unknown
Ticlopidine + Loratadine,Unknown
Loratadine + Warfarin,Unknown
Loratadine + Phylloquinone,Unknown
Loratadine + Iloprost,Unknown
Loratadine + Sodium bicarbonate,Unknown
Folic acid + Fluoxetine,Unknown
Chlordiazepoxide + Clopidogrel,Unknown
Chlorpromazine + Clopidogrel,Unknown
Brimonidine + Clopidogrel,Unknown
Buspirone + Clopidogrel,Unknown
Cefotaxime + Clopidogrel,Unknown
Ticlopidine + Oxycodone,Unknown
Treprostinil + Oxycodone,Unknown
Oxycodone + Warfarin,Unknown
Oxycodone + Phylloquinone,Unknown
Oxycodone + Iloprost,Unknown
Oxycodone + Sodium bicarbonate,Unknown
Metoprolol + Aminocaproic acid,Unknown
Acetaminophen + Aminocaproic acid,Unknown
Amlodipine + Aminocaproic acid,Unknown
Allopurinol + Aminocaproic acid,Unknown
Loratadine + Aminocaproic acid,Unknown
Fluoxetine + Aminocaproic acid,Unknown
Aminocaproic acid + Ciprofloxacin,Unknown
Aminocaproic acid + Lisinopril,Unknown
Aminocaproic acid + Nitroglycerin,Unknown
Aminocaproic acid + Fentanyl,Unknown
